userid,gender,age,occupation,zipcode,age_desc,occ_desc
3546,M,25,20,41706,25-34,writer
3547,M,35,16,94108,35-44,self-employed
3548,M,45,7,92965,45-49,executive/managerial
3549,F,35,7,60137,35-44,executive/managerial
3550,M,25,5,55447,25-34,customer service
3551,F,56,0,98374,56+,other or not specified
3552,F,35,2,2879,35-44,artist
3553,M,35,16,61600,35-44,self-employed
3554,M,25,15,15203,25-34,scientist
3555,M,56,7,55430,56+,executive/managerial
3556,M,25,17,3038,25-34,technician/engineer
3557,M,18,5,48185,18-24,customer service
3558,M,18,17,66044,18-24,technician/engineer
3559,M,18,4,11364,18-24,college/grad student
3560,F,25,6,74105,25-34,doctor/health care
3561,M,35,14,63304,35-44,sales/marketing
3562,F,25,6,32812,25-34,doctor/health care
3563,M,25,2,33133,25-34,artist
3564,M,25,11,2169,25-34,lawyer
3565,M,25,18,53572,25-34,tradesman/craftsman
3566,M,45,0,53818,45-49,other or not specified
3567,M,25,14,54915,25-34,sales/marketing
3568,M,25,0,98503,25-34,other or not specified
3569,F,18,2,48823,18-24,artist
3570,M,35,12,19050,35-44,programmer
3571,M,18,4,10044,18-24,college/grad student
3572,M,35,11,4287,35-44,lawyer
3573,M,1,10,48867,Under 18,K-12 student
3574,F,35,6,33314,35-44,doctor/health care
3575,M,25,18,54915,25-34,tradesman/craftsman
3576,M,50,7,68046,50-55,executive/managerial
3577,F,56,0,231,56+,other or not specified
3578,M,50,3,96714,50-55,clerical/admin
3579,M,18,0,32219,18-24,other or not specified
3580,F,18,3,32219,18-24,clerical/admin
3581,M,18,1,57382,18-24,academic/educator
3582,F,35,0,52405,35-44,other or not specified
3583,F,25,9,41075,25-34,homemaker
3584,M,18,0,76543,18-24,other or not specified
3585,M,35,20,60640,35-44,writer
3586,M,35,20,60640,35-44,writer
3587,M,35,3,93611,35-44,clerical/admin
3588,M,25,2,90068,25-34,artist
3589,F,45,0,80010,45-49,other or not specified
3590,F,18,15,2115,18-24,scientist
3591,M,35,6,96158,35-44,doctor/health care
3592,F,56,2,99701,56+,artist
3593,F,25,9,53719,25-34,homemaker
3594,M,1,0,2322,Under 18,other or not specified
3595,M,25,0,85024,25-34,other or not specified
3596,F,35,4,19104,35-44,college/grad student
3597,M,25,17,55446,25-34,technician/engineer
3598,M,56,1,90210,56+,academic/educator
3599,M,25,16,97378,25-34,self-employed
3600,M,35,20,94506,35-44,writer
3601,F,35,3,95405,35-44,clerical/admin
3602,M,25,12,55443,25-34,programmer
3603,F,35,7,78704,35-44,executive/managerial
3604,F,1,10,2879,Under 18,K-12 student
3605,M,18,12,60640,18-24,programmer
3606,F,25,15,2445,25-34,scientist
3607,M,35,17,32506,35-44,technician/engineer
3608,F,35,9,2879,35-44,homemaker
3609,F,25,17,48239,25-34,technician/engineer
3610,M,18,6,30064,18-24,doctor/health care
3611,M,25,2,84321,25-34,artist
3612,M,25,14,29609,25-34,sales/marketing
3613,M,25,0,37205,25-34,other or not specified
3614,M,25,0,45458,25-34,other or not specified
3615,M,25,17,76028,25-34,technician/engineer
3616,M,45,0,33759,45-49,other or not specified
3617,M,35,7,49034,35-44,executive/managerial
3618,M,56,17,22657,56+,technician/engineer
3619,M,50,16,97116,50-55,self-employed
3620,M,25,7,94117,25-34,executive/managerial
3621,M,18,4,33023,18-24,college/grad student
3622,M,18,1,2446,18-24,academic/educator
3623,M,35,11,43209,35-44,lawyer
3624,M,25,12,60068,25-34,programmer
3625,M,18,10,48439,18-24,K-12 student
3626,M,25,17,75075,25-34,technician/engineer
3627,F,35,1,85287,35-44,academic/educator
3628,M,25,7,78731,25-34,executive/managerial
3629,F,50,7,10022,50-55,executive/managerial
3630,M,18,4,77005,18-24,college/grad student
3631,M,18,4,77005,18-24,college/grad student
3632,M,50,11,33881,50-55,lawyer
3633,M,35,18,60441,35-44,tradesman/craftsman
3634,M,50,1,88001,50-55,academic/educator
3635,M,50,1,60062,50-55,academic/educator
3636,M,25,0,6708,25-34,other or not specified
3637,M,25,6,94127,25-34,doctor/health care
3638,M,25,2,90038,25-34,artist
3639,M,18,4,78250,18-24,college/grad student
3640,M,35,7,2370,35-44,executive/managerial
3641,M,25,0,92008,25-34,other or not specified
3642,F,25,7,98188,25-34,executive/managerial
3643,M,25,17,22302,25-34,technician/engineer
3644,F,25,11,53711,25-34,lawyer
3645,M,35,17,97232,35-44,technician/engineer
3646,M,35,20,98106,35-44,writer
3647,M,25,7,80202,25-34,executive/managerial
3648,M,18,4,85210,18-24,college/grad student
3649,F,25,0,94115,25-34,other or not specified
3650,M,25,0,60611,25-34,other or not specified
3651,M,25,14,98103,25-34,sales/marketing
3652,M,25,12,94608,25-34,programmer
3653,M,18,15,96661,18-24,scientist
3654,M,25,17,94901,25-34,technician/engineer
3655,F,25,7,94121,25-34,executive/managerial
3656,F,45,5,34610,45-49,customer service
3657,M,18,17,95121,18-24,technician/engineer
3658,F,25,7,7090,25-34,executive/managerial
3659,M,18,4,29649,18-24,college/grad student
3660,M,35,7,15137,35-44,executive/managerial
3661,M,35,12,8852,35-44,programmer
3662,M,35,16,8753,35-44,self-employed
3663,F,35,9,17055,35-44,homemaker
3664,F,35,1,94043,35-44,academic/educator
3665,M,25,0,95903,25-34,other or not specified
3666,M,45,0,68144,45-49,other or not specified
3667,F,1,10,10706,Under 18,K-12 student
3668,F,45,7,33324,45-49,executive/managerial
3669,M,25,14,60148,25-34,sales/marketing
3670,M,45,14,55123,45-49,sales/marketing
3671,M,25,4,98102,25-34,college/grad student
3672,M,35,5,8406,35-44,customer service
3673,M,25,2,10003,25-34,artist
3674,M,25,20,29205,25-34,writer
3675,M,35,7,6680,35-44,executive/managerial
3676,F,35,12,48109,35-44,programmer
3677,F,25,12,6906,25-34,programmer
3678,M,25,0,6880,25-34,other or not specified
3679,M,25,4,68108,25-34,college/grad student
3680,F,25,1,94939,25-34,academic/educator
3681,M,25,7,29662,25-34,executive/managerial
3682,F,50,1,10706,50-55,academic/educator
3683,M,25,2,30606,25-34,artist
3684,M,25,17,83713,25-34,technician/engineer
3685,M,25,5,55100,25-34,customer service
3686,M,25,7,48070,25-34,executive/managerial
3687,F,50,1,62221,50-55,academic/educator
3688,M,18,6,21202,18-24,doctor/health care
3689,M,25,0,80906,25-34,other or not specified
3690,M,18,0,63116,18-24,other or not specified
3691,M,25,7,21030,25-34,executive/managerial
3692,M,35,17,89147,35-44,technician/engineer
3693,M,25,15,94062,25-34,scientist
3694,M,25,12,28227,25-34,programmer
3695,M,25,2,98502,25-34,artist
3696,M,35,7,19149,35-44,executive/managerial
3697,M,25,15,68516,25-34,scientist
3698,M,25,7,53202,25-34,executive/managerial
3699,F,56,3,30127,56+,clerical/admin
3700,M,25,14,10021,25-34,sales/marketing
3701,M,35,1,92614,35-44,academic/educator
3702,M,35,15,53095,35-44,scientist
3703,M,18,12,97402,18-24,programmer
3704,F,35,0,4255,35-44,other or not specified
3705,M,45,7,30076,45-49,executive/managerial
3706,M,25,12,46725,25-34,programmer
3707,F,18,0,34744,18-24,other or not specified
3708,M,56,7,30097,56+,executive/managerial
3709,M,25,12,89502,25-34,programmer
3710,M,1,10,2818,Under 18,K-12 student
3711,M,35,0,32506,35-44,other or not specified
3712,M,25,17,60042,25-34,technician/engineer
3713,F,25,7,22201,25-34,executive/managerial
3714,M,25,17,92111,25-34,technician/engineer
3715,M,18,5,55428,18-24,customer service
3716,M,18,12,36115,18-24,programmer
3717,M,35,17,94533,35-44,technician/engineer
3718,M,50,17,7728,50-55,technician/engineer
3719,M,25,1,39759,25-34,academic/educator
3720,M,45,7,43065,45-49,executive/managerial
3721,M,25,15,94065,25-34,scientist
3722,M,25,18,80538,25-34,tradesman/craftsman
3723,M,25,14,53048,25-34,sales/marketing
3724,M,35,6,77083,35-44,doctor/health care
3725,M,18,4,32608,18-24,college/grad student
3726,M,25,17,92882,25-34,technician/engineer
3727,M,35,7,74401,35-44,executive/managerial
3728,M,18,4,7030,18-24,college/grad student
3729,M,18,4,20037,18-24,college/grad student
3730,M,25,1,48911,25-34,academic/educator
3731,M,25,17,67443,25-34,technician/engineer
3732,M,25,17,60153,25-34,technician/engineer
3733,M,18,4,2777,18-24,college/grad student
3734,M,18,4,77840,18-24,college/grad student
3735,M,25,0,10009,25-34,other or not specified
3736,M,35,1,44242,35-44,academic/educator
3737,M,25,14,37127,25-34,sales/marketing
3738,M,45,7,01904-1355,45-49,executive/managerial
3739,M,56,11,48070,56+,lawyer
3740,M,18,5,55116,18-24,customer service
3741,M,25,0,96818,25-34,other or not specified
3742,M,25,0,90266,25-34,other or not specified
3743,F,35,7,89128,35-44,executive/managerial
3744,M,25,0,60645,25-34,other or not specified
3745,F,25,9,49442,25-34,homemaker
3746,M,25,5,54703,25-34,customer service
3747,M,45,13,89109,45-49,retired
3748,M,18,4,2026,18-24,college/grad student
3749,F,25,0,60664,25-34,other or not specified
3750,F,18,4,94116,18-24,college/grad student
3751,F,35,12,55555,35-44,programmer
3752,F,18,1,86314,18-24,academic/educator
3753,M,25,7,42518,25-34,executive/managerial
3754,M,56,7,94612,56+,executive/managerial
3755,F,50,14,8810,50-55,sales/marketing
3756,M,18,12,53188,18-24,programmer
3757,M,25,7,92612,25-34,executive/managerial
3758,F,35,5,2021,35-44,customer service
3759,M,35,6,54751,35-44,doctor/health care
3760,M,50,0,55128,50-55,other or not specified
3761,M,25,17,27613,25-34,technician/engineer
3762,M,50,6,11746,50-55,doctor/health care
3763,M,25,2,98502,25-34,artist
3764,M,25,1,6111,25-34,academic/educator
3765,F,50,3,34744,50-55,clerical/admin
3766,F,18,1,45458,18-24,academic/educator
3767,M,25,0,94305,25-34,other or not specified
3768,M,25,4,86314,25-34,college/grad student
3769,M,25,15,2446,25-34,scientist
3770,F,35,3,50322,35-44,clerical/admin
3771,M,25,1,14982,25-34,academic/educator
3772,M,35,17,6074,35-44,technician/engineer
3773,M,35,6,50265,35-44,doctor/health care
3774,M,25,0,52556,25-34,other or not specified
3775,M,35,12,14619,35-44,programmer
3776,F,25,4,50265,25-34,college/grad student
3777,M,18,4,23112,18-24,college/grad student
3778,M,25,0,61832,25-34,other or not specified
3779,F,45,2,98383,45-49,artist
3780,M,1,0,46979,Under 18,other or not specified
3781,F,56,11,54401,56+,lawyer
3782,F,25,0,94602,25-34,other or not specified
3783,M,25,7,97267,25-34,executive/managerial
3784,F,25,1,98027,25-34,academic/educator
3785,F,25,20,93401,25-34,writer
3786,F,25,0,94115,25-34,other or not specified
3787,F,25,0,94703,25-34,other or not specified
3788,F,18,0,94587,18-24,other or not specified
3789,F,25,0,94110,25-34,other or not specified
3790,F,25,17,94618,25-34,technician/engineer
3791,M,50,18,60516,50-55,tradesman/craftsman
3792,M,25,6,68108,25-34,doctor/health care
3793,M,18,4,21093,18-24,college/grad student
3794,F,18,4,53211,18-24,college/grad student
3795,F,18,4,91405,18-24,college/grad student
3796,M,45,14,2021,45-49,sales/marketing
3797,M,25,7,2420,25-34,executive/managerial
3798,M,25,7,48326,25-34,executive/managerial
3799,M,18,0,17844,18-24,other or not specified
3800,M,18,1,45458,18-24,academic/educator
3801,M,18,12,36115,18-24,programmer
3802,M,18,0,94520,18-24,other or not specified
3803,F,35,9,19006,35-44,homemaker
3804,M,25,6,6511,25-34,doctor/health care
3805,F,35,1,89031,35-44,academic/educator
3806,M,18,4,55104,18-24,college/grad student
3807,F,35,19,32095,35-44,unemployed
3808,M,25,7,60010,25-34,executive/managerial
3809,M,35,6,20650,35-44,doctor/health care
3810,M,50,7,20016,50-55,executive/managerial
3811,M,25,15,98103,25-34,scientist
3812,M,35,17,78749,35-44,technician/engineer
3813,M,35,7,80910,35-44,executive/managerial
3814,M,25,15,98102,25-34,scientist
3815,M,25,17,53406,25-34,technician/engineer
3816,F,25,3,90020,25-34,clerical/admin
3817,M,35,3,20122,35-44,clerical/admin
3818,M,45,17,32837,45-49,technician/engineer
3819,M,25,12,36115,25-34,programmer
3820,M,25,17,90804,25-34,technician/engineer
3821,M,25,20,44313,25-34,writer
3822,M,45,20,98027,45-49,writer
3823,M,56,7,93711,56+,executive/managerial
3824,M,25,17,32308,25-34,technician/engineer
3825,M,18,1,6279,18-24,academic/educator
3826,M,25,1,48105,25-34,academic/educator
3827,M,50,2,87020,50-55,artist
3828,M,25,20,92101,25-34,writer
3829,F,25,1,22307,25-34,academic/educator
3830,M,18,4,60630,18-24,college/grad student
3831,F,18,6,84780,18-24,doctor/health care
3832,F,25,7,43214,25-34,executive/managerial
3833,M,25,1,68516,25-34,academic/educator
3834,M,18,2,2322,18-24,artist
3835,M,25,7,40515,25-34,executive/managerial
3836,F,50,8,84770,50-55,farmer
3837,M,25,17,28804,25-34,technician/engineer
3838,F,25,14,10033,25-34,sales/marketing
3839,M,50,14,2651,50-55,sales/marketing
3840,F,25,0,2176,25-34,other or not specified
3841,M,45,18,26101,45-49,tradesman/craftsman
3842,F,35,16,92054,35-44,self-employed
3843,F,1,10,32043,Under 18,K-12 student
3844,M,18,4,73071,18-24,college/grad student
3845,M,25,12,94065,25-34,programmer
3846,M,35,0,33884,35-44,other or not specified
3847,M,25,7,12801,25-34,executive/managerial
3848,M,25,15,70809-2612,25-34,scientist
3849,M,35,0,14086,35-44,other or not specified
3850,M,18,3,92278,18-24,clerical/admin
3851,M,25,12,60657,25-34,programmer
3852,M,50,16,60302,50-55,self-employed
3853,M,25,14,92614,25-34,sales/marketing
3854,M,25,14,30340,25-34,sales/marketing
3855,M,25,17,20886,25-34,technician/engineer
3856,F,35,20,93449,35-44,writer
3857,M,18,14,8822,18-24,sales/marketing
3858,F,45,9,63119,45-49,homemaker
3859,M,25,0,89145,25-34,other or not specified
3860,M,45,17,44129,45-49,technician/engineer
3861,M,18,4,12604,18-24,college/grad student
3862,M,25,17,10025,25-34,technician/engineer
3863,M,25,0,94558,25-34,other or not specified
3864,M,50,20,29630,50-55,writer
3865,F,1,10,95864,Under 18,K-12 student
3866,M,45,14,63130,45-49,sales/marketing
3867,M,35,3,45215,35-44,clerical/admin
3868,M,18,12,73112,18-24,programmer
3869,M,18,17,63544,18-24,technician/engineer
3870,M,25,17,95050,25-34,technician/engineer
3871,M,18,4,64468,18-24,college/grad student
3872,M,25,1,14613,25-34,academic/educator
3873,F,45,2,94558,45-49,artist
3874,M,25,7,92103,25-34,executive/managerial
3875,M,25,0,66605,25-34,other or not specified
3876,M,25,0,11235,25-34,other or not specified
3877,M,45,1,33705,45-49,academic/educator
3878,M,35,16,22124,35-44,self-employed
3879,M,25,3,83687,25-34,clerical/admin
3880,M,25,7,54942,25-34,executive/managerial
3881,M,18,2,44515,18-24,artist
3882,M,56,14,55337,56+,sales/marketing
3883,M,50,16,78411,50-55,self-employed
3884,M,18,4,78759,18-24,college/grad student
3885,M,25,12,92728,25-34,programmer
3886,M,35,7,95008,35-44,executive/managerial
3887,M,18,4,80513,18-24,college/grad student
3888,M,45,17,2067,45-49,technician/engineer
3889,M,45,6,66203,45-49,doctor/health care
3890,M,18,4,33143,18-24,college/grad student
3891,F,56,16,90039,56+,self-employed
3892,M,25,20,91505,25-34,writer
3893,M,25,6,79401,25-34,doctor/health care
3894,M,35,16,2139,35-44,self-employed
3895,F,35,0,20723,35-44,other or not specified
3896,M,35,0,60914,35-44,other or not specified
3897,M,56,17,92069,56+,technician/engineer
3898,M,45,11,1772,45-49,lawyer
3899,M,25,17,2135,25-34,technician/engineer
3900,F,25,14,55343,25-34,sales/marketing
3901,M,18,14,85282,18-24,sales/marketing
3902,M,25,5,46239,25-34,customer service
3903,M,25,0,2542,25-34,other or not specified
3904,M,1,10,48445,Under 18,K-12 student
3905,M,25,17,361069,25-34,technician/engineer
3906,M,50,17,54409,50-55,technician/engineer
3907,F,18,14,22201,18-24,sales/marketing
3908,M,25,0,10021,25-34,other or not specified
3909,M,18,17,19104,18-24,technician/engineer
3910,M,25,20,91505,25-34,writer
3911,M,18,0,92037,18-24,other or not specified
3912,M,25,4,19104,25-34,college/grad student
3913,M,18,17,40207,18-24,technician/engineer
3914,M,35,4,84123,35-44,college/grad student
3915,F,35,3,71111,35-44,clerical/admin
3916,M,25,4,2134,25-34,college/grad student
3917,F,35,9,60618,35-44,homemaker
3918,M,25,18,30189,25-34,tradesman/craftsman
3919,M,45,0,73702,45-49,other or not specified
3920,M,35,17,63126,35-44,technician/engineer
3921,M,25,14,95820,25-34,sales/marketing
3922,M,18,4,53211,18-24,college/grad student
3923,M,35,2,92115,35-44,artist
3924,M,50,12,90254,50-55,programmer
3925,M,25,12,77042,25-34,programmer
3926,M,25,2,94404,25-34,artist
3927,F,25,16,67846,25-34,self-employed
3928,M,25,0,55812,25-34,other or not specified
3929,M,25,5,80227,25-34,customer service
3930,M,56,3,52240,56+,clerical/admin
3931,M,25,5,92117,25-34,customer service
3932,M,25,7,49221,25-34,executive/managerial
3933,F,35,6,48073,35-44,doctor/health care
3934,M,25,0,44512,25-34,other or not specified
3935,M,35,18,72118,35-44,tradesman/craftsman
3936,F,35,12,1464,35-44,programmer
3937,M,56,2,92020,56+,artist
3938,M,25,2,92711-0571,25-34,artist
3939,M,45,7,91405,45-49,executive/managerial
3940,M,35,20,32708,35-44,writer
3941,M,45,17,40031,45-49,technician/engineer
3942,M,18,4,49855,18-24,college/grad student
3943,F,35,7,98074,35-44,executive/managerial
3944,F,35,16,80401,35-44,self-employed
3945,F,45,1,96778,45-49,academic/educator
3946,F,25,12,22207,25-34,programmer
3947,M,25,0,90019,25-34,other or not specified
3948,F,45,12,61554,45-49,programmer
3949,M,45,0,44266,45-49,other or not specified
3950,M,25,4,60056,25-34,college/grad student
3951,F,18,4,60014,18-24,college/grad student
3952,F,45,1,12449,45-49,academic/educator
3953,M,25,12,55117,25-34,programmer
3954,M,18,4,32601,18-24,college/grad student
3955,M,35,0,12831,35-44,other or not specified
3956,M,25,0,94930-2010,25-34,other or not specified
3957,M,35,11,40242,35-44,lawyer
3958,M,45,7,46112,45-49,executive/managerial
3959,F,45,1,3768,45-49,academic/educator
3960,F,35,14,55014,35-44,sales/marketing
3961,M,25,1,45230,25-34,academic/educator
3962,F,56,0,98115,56+,other or not specified
3963,M,50,20,30030,50-55,writer
3964,M,56,16,66502,56+,self-employed
3965,M,18,11,65202,18-24,lawyer
